ring_id,accounts,transactions,density,average_connections,predicted_fraud_accounts,average_fraud_probability,maximum_fraud_probability,suspicion_score,risk_level
94006,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
48661,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
12722,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
44625,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
26074,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
71581,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
25956,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
26235,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
48745,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
44539,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
93979,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
93965,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
44515,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
7188,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
7196,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
3096,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
56862,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
16911,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
52864,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
52896,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
3125,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
56957,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
1802,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
52828,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
40439,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
16928,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
56980,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
56978,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
3116,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
81579,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
16996,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
75411,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
65731,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
7004,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
44354,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
48980,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
93917,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
86464,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
86365,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
6881,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
65543,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
80082,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
93898,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
79028,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
79019,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
20228,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
65651,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
35731,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
3170,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
75404,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
40619,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
57114,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
57137,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
35647,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
57165,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
90778,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
11252,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
75313,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
27050,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
13710,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
93885,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
49023,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
78992,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
12671,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
75306,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
17041,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
11210,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
52555,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
17086,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
90771,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
3201,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
9859,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
758,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
78968,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
78966,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
27053,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
3224,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
3225,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
3244,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
57578,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
57568,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
1727,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
1721,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
90629,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
35154,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
3304,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
90585,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
3315,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
3312,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
35053,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
14869,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
35022,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
27573,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
6582,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
27495,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
64803,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
19994,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
6595,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
49234,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
12638,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
64941,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
64968,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
34846,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
52347,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
52365,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
77722,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
17576,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
74784,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
6393,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
82998,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
19873,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
6454,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
72185,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
49255,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
44053,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
80161,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
64584,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
64582,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
58053,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
34668,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
3459,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
34523,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
11063,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
92682,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
1649,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
80683,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
58245,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
34450,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
9977,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
72307,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
93796,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
93789,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
49361,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
72255,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
9973,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
9961,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
64132,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
28106,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
19776,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
6292,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
43940,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
78837,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
13894,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
848,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
6283,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
64154,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
64190,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
58254,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
1631,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
77800,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
41052,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
3521,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
34351,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
58363,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
17727,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
17726,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
28334,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
28272,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
78824,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
72481,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
19716,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
10027,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
6218,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
34320,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
58371,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
58370,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
90257,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
81864,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
52018,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
92740,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
41130,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
77797,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
58459,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
34151,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
90214,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
90210,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
19656,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
43761,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
49549,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
43714,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
63860,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
6155,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
28358,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
28375,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
82903,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
19694,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
28533,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
28522,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
49639,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
43633,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
14008,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
63786,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
28503,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
63824,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
58626,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
3721,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
90192,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
41292,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
41277,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
74498,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
17786,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
74543,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
3782,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
17860,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
87673,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
6081,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
43608,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
43538,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
43518,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
43508,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
49806,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
63738,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
74410,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
10956,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
17890,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
58793,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
33851,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
74383,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
17886,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
5976,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
19559,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
5978,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
80258,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
49828,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
78621,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
6001,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
19546,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
58885,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
81964,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
41524,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
41498,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
14699,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
58933,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
33684,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
74301,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
81975,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
59014,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
87947,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
5855,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
10170,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
78678,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
43354,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
43327,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
63376,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
3920,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
90016,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
33537,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
33536,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
74294,3,2,0.6667,1.33,0,0.3657,0.4834,31.62,MEDIUM
51641,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
41558,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
17996,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
74310,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
59137,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
985,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
50021,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
43235,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
10229,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
19416,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
82725,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
4005,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
33411,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
74230,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
59255,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
51556,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
92942,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
4088,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
4093,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
89875,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
5681,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
62844,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
72885,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
88051,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
43187,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
14205,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
29378,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
41786,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
1430,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
10868,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
18240,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
18225,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
59378,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
5571,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
29751,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
10271,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
82640,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
29677,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
29613,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
5647,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
50143,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
14239,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
29568,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
29567,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
89831,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
18234,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
1393,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
41896,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
93019,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
93012,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
33186,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
33129,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
18348,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
73042,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
5521,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
62406,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
72965,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
93447,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
50258,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
78448,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
18322,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
51275,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
14573,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
73927,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
4298,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
59661,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
4355,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
18396,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
30346,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
82549,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
50373,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
42894,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
42842,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
50409,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
50437,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
19204,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
62216,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
62248,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
30838,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
88649,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
5236,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
61717,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
10417,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
78355,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
5259,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
5304,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
88571,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
73890,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
18423,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
32916,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
73820,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
42048,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
18470,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
89648,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
19009,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
5134,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
61403,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
61434,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
30982,2,1,1.0,1.0,0,0.2323,0.321,31.62,MEDIUM
50557,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
5181,2,1,1.0,1.0,0,0.2325,0.3208,31.62,MEDIUM
30934,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
61581,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
30832,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
89585,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
10707,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
73741,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
32722,2,1,1.0,1.0,0,0.2323,0.3211,31.62,MEDIUM
89563,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
73663,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
1352,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
51144,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
42104,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
4526,2,1,1.0,1.0,0,0.2324,0.3208,31.62,MEDIUM
31432,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
88927,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
61241,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
61266,2,1,1.0,1.0,0,0.2324,0.321,31.62,MEDIUM
10500,2,1,1.0,1.0,0,0.2325,0.3207,31.62,MEDIUM
78321,2,1,1.0,1.0,0,0.2324,0.3209,31.62,MEDIUM
